GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 
Sun Nov 02 01:24:54 MST 2025,02-Nov-2025 01:24:54.383,-121.74124304,37.35477716,17.360000610351562,4.288000106811523,540.0,318.8999938964844,6.4547677,-0.71347213,3.89297199,-0.20918095,
Sun Nov 02 01:24:55 MST 2025,02-Nov-2025 01:24:55.382,-121.7413588,37.3549027,17.56999969482422,4.288000106811523,539.0,322.1000061035156,8.35576439,1.42215586,1.28329206,-0.10714442,
Sun Nov 02 01:24:56 MST 2025,02-Nov-2025 01:24:56.383,-121.74145188,37.35501634,16.040000915527344,4.288000106811523,538.0,323.0,11.16655636,-0.67037648,-5.15232229,0.27446991,
Sun Nov 02 01:24:57 MST 2025,02-Nov-2025 01:24:57.382,-121.74156872,37.35511206,15.130000114440918,3.2160000801086426,538.0,313.5,10.82179165,-3.08373189,-2.80600429,0.20117778,
Sun Nov 02 01:24:58 MST 2025,02-Nov-2025 01:24:58.383,-121.74170029,37.35519595,15.670000076293945,4.288000106811523,537.0,307.8999938964844,9.88805294,-1.71903682,1.73819041,0.05730516,
Sun Nov 02 01:24:59 MST 2025,02-Nov-2025 01:24:59.383,-121.7418828,37.35525612,17.200000762939453,3.2160000801086426,537.0,297.29998779296875,9.21767616,-1.13485157,2.48518133,-0.00097662,
Sun Nov 02 01:25:00 MST 2025,02-Nov-2025 01:25:00.383,-121.74204548,37.35533363,16.56999969482422,4.288000106811523,537.0,301.5,8.55208874,-0.58897364,-0.34955344,-0.10643637,
Sun Nov 02 01:25:01 MST 2025,02-Nov-2025 01:25:01.383,-121.74219722,37.35542598,16.3799991607666,3.2160000801086426,536.0,305.1000061035156,8.82981586,-2.42293215,-5.47793341,0.10664219,
Sun Nov 02 01:25:02 MST 2025,02-Nov-2025 01:25:02.383,-121.74236056,37.35548401,15.739999771118164,4.288000106811523,537.0,291.79998779296875,8.46110916,-1.78128612,2.57137251,-0.06144589,
Sun Nov 02 01:25:03 MST 2025,02-Nov-2025 01:25:03.383,-121.74252555,37.35553664,15.739999771118164,4.288000106811523,536.0,291.79998779296875,9.26556015,0.36870706,2.94007969,0.01062351,
Sun Nov 02 01:25:04 MST 2025,02-Nov-2025 01:25:04.383,-121.7427196,37.35557897,17.1299991607666,5.360000133514404,537.0,287.29998779296875,9.60074902,1.48919344,1.73340201,0.0250122,
Sun Nov 02 01:25:05 MST 2025,02-Nov-2025 01:25:05.384,-121.74289307,37.35554923,16.649999618530273,4.288000106811523,533.0,267.20001220703125,7.95832634,-1.90099621,0.00957681,-0.14693004,
Sun Nov 02 01:25:06 MST 2025,02-Nov-2025 01:25:06.383,-121.74308419,37.35552333,16.5,4.288000106811523,533.0,258.0,8.54730034,1.80043972,0.74699092,-0.08734554,
Sun Nov 02 01:25:07 MST 2025,02-Nov-2025 01:25:07.383,-121.74326641,37.35549251,16.5,4.288000106811523,532.0,258.0,9.44752026,-1.02950668,8.25041866,0.30188555,
Sun Nov 02 01:25:08 MST 2025,02-Nov-2025 01:25:08.383,-121.74342888,37.35549601,15.220000267028809,4.288000106811523,533.0,270.0,5.4922986,1.24019647,5.497087,-0.17885786,
Sun Nov 02 01:25:09 MST 2025,02-Nov-2025 01:25:09.383,-121.74360075,37.35549605,15.220000267028809,5.360000133514404,533.0,270.0,7.58483076,-1.17794728,10.94150162,0.38142508,
Sun Nov 02 01:25:10 MST 2025,02-Nov-2025 01:25:10.383,-121.74372018,37.35553787,12.829999923706055,5.360000133514404,531.0,281.3999938964844,10.54885292,-2.43729734,1.34075296,0.13107544,
Sun Nov 02 01:25:11 MST 2025,02-Nov-2025 01:25:11.383,-121.74386212,37.35556069,12.819999694824219,8.576000213623047,531.0,281.3999938964844,12.75151825,-0.48841715,1.12048638,0.32480699,
Sun Nov 02 01:25:12 MST 2025,02-Nov-2025 01:25:12.383,-121.74389021,37.3557351,11.460000038146973,5.360000133514404,532.0,317.70001220703125,8.54730034,-2.47081614,-3.41413164,-0.00956017,
Sun Nov 02 01:25:13 MST 2025,02-Nov-2025 01:25:13.383,-121.74398724,37.35581613,11.0,5.360000133514404,531.0,310.70001220703125,12.59828949,-0.48841715,0.38786069,0.304802,
Sun Nov 02 01:25:14 MST 2025,02-Nov-2025 01:25:14.383,-121.74411459,37.35582696,11.59000015258789,5.360000133514404,531.0,276.79998779296875,10.0364933,-2.54264212,4.05098915,0.15231866,
Sun Nov 02 01:25:15 MST 2025,02-Nov-2025 01:25:15.384,-121.74423902,37.35584543,11.989999771118164,4.288000106811523,530.0,271.70001220703125,8.1259203,-2.66714072,0.90979666,-0.10427272,
Sun Nov 02 01:25:16 MST 2025,02-Nov-2025 01:25:16.382,-121.74437436,37.35584868,11.989999771118164,6.432000160217285,530.0,271.70001220703125,10.81700325,-1.53228903,2.22660756,0.15555292,
Sun Nov 02 01:25:17 MST 2025,02-Nov-2025 01:25:17.383,-121.74453586,37.35583471,13.319999694824219,7.504000186920166,530.0,267.29998779296875,5.73171902,0.12928689,3.05500126,-0.31878459,
Sun Nov 02 01:25:18 MST 2025,02-Nov-2025 01:25:18.383,-121.74470393,37.35580938,14.369999885559082,8.576000213623047,531.0,263.79998779296875,7.19697046,-0.30645782,4.88417149,-0.09382522,
Sun Nov 02 01:25:19 MST 2025,02-Nov-2025 01:25:19.384,-121.74485026,37.35579881,13.239999771118164,7.504000186920166,531.0,266.29998779296875,7.01022243,-1.12048638,4.75009632,-0.11027765,
Sun Nov 02 01:25:20 MST 2025,02-Nov-2025 01:25:20.384,-121.74499944,37.35579143,13.229999542236328,9.648000717163086,531.0,266.29998779296875,8.36055279,-1.8483237,8.78193188,0.2692849,
Sun Nov 02 01:25:21 MST 2025,02-Nov-2025 01:25:21.383,-121.74502196,37.35588392,9.3100004196167,7.504000186920166,530.0,312.5,5.87058258,-3.79720378,2.34631777,-0.22923636,
Sun Nov 02 01:25:22 MST 2025,02-Nov-2025 01:25:22.383,-121.74508693,37.35596785,11.119999885559082,8.576000213623047,528.0,326.3999938964844,10.28549004,-0.42616791,-0.22505496,0.06862026,
Sun Nov 02 01:25:23 MST 2025,02-Nov-2025 01:25:23.384,-121.74514694,37.35607381,12.289999961853027,9.648000717163086,527.0,332.3999938964844,9.73961258,0.45968673,8.6957407,0.35077709,
Sun Nov 02 01:25:24 MST 2025,02-Nov-2025 01:25:24.382,-121.74518325,37.35617139,12.40999984741211,6.432000160217285,526.0,341.5,8.92079544,-1.69509482,8.67179871,0.298922,
Sun Nov 02 01:25:25 MST 2025,02-Nov-2025 01:25:25.383,-121.74520394,37.35625818,11.09000015258789,5.360000133514404,524.0,346.20001220703125,9.84016895,-1.69030643,3.50511122,0.09766215,
Sun Nov 02 01:25:26 MST 2025,02-Nov-2025 01:25:26.384,-121.7451397,37.35637482,13.949999809265137,5.360000133514404,523.0,23.100000381469727,11.12346077,-1.07260239,0.35434186,0.15872175,
Sun Nov 02 01:25:27 MST 2025,02-Nov-2025 01:25:27.383,-121.74509114,37.35650327,13.399999618530273,5.360000133514404,524.0,22.700000762939453,9.75876617,2.10689759,0,0.03669757,
Sun Nov 02 01:25:28 MST 2025,02-Nov-2025 01:25:28.383,-121.74508049,37.35663953,12.779999732971191,5.360000133514404,524.0,12.399999618530273,13.37401104,-1.31681097,0.42137951,0.38956934,
Sun Nov 02 01:25:29 MST 2025,02-Nov-2025 01:25:29.383,-121.7450495,37.35675203,12.779999732971191,5.360000133514404,524.0,12.399999618530273,11.07078838,-1.67115283,1.80043972,0.17496818,
Sun Nov 02 01:25:30 MST 2025,02-Nov-2025 01:25:30.382,-121.74508562,37.35683756,11.380000114440918,5.360000133514404,522.0,351.3999938964844,11.36288166,-5.07091904,1.25456166,0.29383451,
Sun Nov 02 01:25:31 MST 2025,02-Nov-2025 01:25:31.383,-121.74512881,37.35689716,11.670000076293945,4.288000106811523,521.0,329.5,8.44195557,-0.72783732,-0.49320555,-0.11579973,
Sun Nov 02 01:25:32 MST 2025,02-Nov-2025 01:25:32.383,-121.74521726,37.35695707,10.9399995803833,5.360000133514404,521.0,315.3999938964844,8.28872585,-1.58496153,3.69185901,-0.04204702,
Sun Nov 02 01:25:33 MST 2025,02-Nov-2025 01:25:33.384,-121.74539714,37.35701747,13.739999771118164,5.360000133514404,520.0,301.70001220703125,7.33104563,-1.26892686,9.98382092,0.28823012,
Sun Nov 02 01:25:34 MST 2025,02-Nov-2025 01:25:34.383,-121.74552906,37.35708255,13.729999542236328,7.504000186920166,520.0,301.70001220703125,9.0883894,0.15322891,4.87459469,0.07040268,
Sun Nov 02 01:25:35 MST 2025,02-Nov-2025 01:25:35.383,-121.74556904,37.35724208,14.079999923706055,5.360000133514404,514.0,339.8999938964844,10.24239445,0.74220252,2.36547136,0.09322697,
Sun Nov 02 01:25:36 MST 2025,02-Nov-2025 01:25:36.383,-121.74562378,37.35736133,14.079999923706055,6.432000160217285,513.0,339.8999938964844,11.17613316,-0.2777274,0.22505496,0.15884179,
Sun Nov 02 01:25:37 MST 2025,02-Nov-2025 01:25:37.383,-121.74568758,37.35738247,10.529999732971191,4.288000106811523,514.0,315.3999938964844,10.98459721,-2.50912333,0.94810385,0.17163414,
Sun Nov 02 01:25:38 MST 2025,02-Nov-2025 01:25:38.383,-121.74579148,37.35744416,11.6899995803833,4.288000106811523,514.0,305.20001220703125,7.77636719,-3.09330869,0.40222588,-0.12690449,
Sun Nov 02 01:25:39 MST 2025,02-Nov-2025 01:25:39.383,-121.74594453,37.3574647,15.180000305175781,4.288000106811523,514.0,280.6000061035156,9.68694019,-4.67348194,2.48996973,0.14436644,
Sun Nov 02 01:25:40 MST 2025,02-Nov-2025 01:25:40.383,-121.74614179,37.3574532,18.049999237060547,4.288000106811523,512.0,268.1000061035156,9.41400146,0.65122288,3.79241538,0.05570239,
Sun Nov 02 01:25:41 MST 2025,02-Nov-2025 01:25:41.383,-121.746351,37.35744762,17.450000762939453,4.288000106811523,512.0,268.6000061035156,7.93917274,2.43250895,1.75255561,-0.1159234,
Sun Nov 02 01:25:42 MST 2025,02-Nov-2025 01:25:42.383,-121.74653025,37.35745087,15.350000381469727,4.288000106811523,509.0,273.8999938964844,3.52905321,0.36391866,2.63841033,-0.53030717,
Sun Nov 02 01:25:43 MST 2025,02-Nov-2025 01:25:43.383,-121.7467032,37.35746031,15.350000381469727,4.288000106811523,509.0,273.8999938964844,9.05008221,-1.66636443,4.93205547,0.08328027,
Sun Nov 02 01:25:44 MST 2025,02-Nov-2025 01:25:44.382,-121.74682967,37.35749227,12.850000381469727,5.360000133514404,509.0,282.79998779296875,9.16979218,-0.272939,0.18195933,-0.04566288,
Sun Nov 02 01:25:45 MST 2025,02-Nov-2025 01:25:45.383,-121.74695971,37.3576221,15.84000015258789,4.288000106811523,508.0,313.20001220703125,7.56088877,-1.36469495,1.02471828,-0.19087821,
Sun Nov 02 01:25:46 MST 2025,02-Nov-2025 01:25:46.383,-121.74709808,37.35771222,16.3700008392334,5.360000133514404,508.0,306.6000061035156,10.90319443,-1.45088625,0.79487497,-0.07795733,
Sun Nov 02 01:25:47 MST 2025,02-Nov-2025 01:25:47.383,-121.74725211,37.35778387,15.90999984741211,5.360000133514404,508.0,298.20001220703125,12.01410389,-1.10133278,-3.41892004,0.29724282,
Sun Nov 02 01:25:48 MST 2025,02-Nov-2025 01:25:48.383,-121.74742042,37.3578408,16.260000228881836,6.432000160217285,508.0,295.0,11.19049835,-0.33997664,-2.02549458,0.17877668,
Sun Nov 02 01:25:49 MST 2025,02-Nov-2025 01:25:49.383,-121.74758681,37.35790274,16.260000228881836,9.648000717163086,508.0,295.0,12.06198788,0.2681506,8.20732307,0.50645179,
Sun Nov 02 01:25:50 MST 2025,02-Nov-2025 01:25:50.383,-121.74776422,37.35777741,12.5600004196167,5.360000133514404,507.0,261.8999938964844,7.51300478,1.22104287,9.49540424,0.25952882,
Sun Nov 02 01:25:51 MST 2025,02-Nov-2025 01:25:51.383,-121.74790458,37.35776146,12.5600004196167,5.360000133514404,507.0,261.8999938964844,6.44997931,0.2633622,8.77714348,0.12964267,
Sun Nov 02 01:25:52 MST 2025,02-Nov-2025 01:25:52.382,-121.74789548,37.35786191,7.739999771118164,5.360000133514404,500.0,339.1000061035156,7.32146883,-4.74051952,8.91121864,0.29009193,
Sun Nov 02 01:25:53 MST 2025,02-Nov-2025 01:25:53.383,-121.74790102,37.35794388,8.350000381469727,6.432000160217285,499.0,0.6000000238418579,11.63103199,0.22984336,0.07661445,0.20488733,
Sun Nov 02 01:25:54 MST 2025,02-Nov-2025 01:25:54.383,-121.74787572,37.358025,9.279999732971191,8.576000213623047,500.0,15.5,9.95987892,-0.41659111,-3.21301866,0.08664483,
Sun Nov 02 01:25:55 MST 2025,02-Nov-2025 01:25:55.383,-121.74783578,37.35818159,11.680000305175781,8.576000213623047,498.0,14.699999809265137,10.02212811,-0.30166942,0.90979666,0.04528528,
Sun Nov 02 01:25:56 MST 2025,02-Nov-2025 01:25:56.383,-121.74780224,37.35828334,11.670000076293945,12.86400032043457,498.0,14.699999809265137,11.44428444,-3.49074602,-0.25857377,0.2389403,
Sun Nov 02 01:25:57 MST 2025,02-Nov-2025 01:25:57.383,-121.7478562,37.35833173,11.34000015258789,6.432000160217285,495.0,334.6000061035156,11.54962921,-2.85388851,1.25935006,0.23851758,
Sun Nov 02 01:25:58 MST 2025,02-Nov-2025 01:25:58.384,-121.74790621,37.35840406,11.430000305175781,6.432000160217285,495.0,325.0,7.91044235,-4.58250189,-1.90099621,-0.02916902,
Sun Nov 02 01:25:59 MST 2025,02-Nov-2025 01:25:59.382,-121.74803767,37.35848252,12.890000343322754,6.432000160217285,495.0,309.79998779296875,10.13226128,-1.68072963,1.17794728,0.07282692,
Sun Nov 02 01:26:00 MST 2025,02-Nov-2025 01:26:00.383,-121.74818561,37.35847265,13.420000076293945,5.360000133514404,496.0,277.20001220703125,10.22802925,-0.42616791,-5.58327818,0.20763367,
Sun Nov 02 01:26:01 MST 2025,02-Nov-2025 01:26:01.384,-121.7483531,37.35847913,15.039999961853027,5.360000133514404,496.0,268.79998779296875,12.64138508,-3.08373189,1.97282219,0.36056739,
Sun Nov 02 01:26:02 MST 2025,02-Nov-2025 01:26:02.383,-121.74854022,37.35845308,15.90999984741211,5.360000133514404,496.0,258.79998779296875,7.04852962,0.40222588,2.05422497,-0.23148102,
Sun Nov 02 01:26:03 MST 2025,02-Nov-2025 01:26:03.383,-121.74869844,37.35839568,16.270000457763672,5.360000133514404,496.0,250.8000030517578,7.66623402,1.31681097,8.64306831,0.20430952,
Sun Nov 02 01:26:04 MST 2025,02-Nov-2025 01:26:04.383,-121.7488668,37.35836729,16.469999313354492,5.360000133514404,495.0,262.3999938964844,6.56011248,-1.67594123,6.02381134,-0.05719078,
Sun Nov 02 01:26:05 MST 2025,02-Nov-2025 01:26:05.383,-121.74904379,37.35836468,16.139999389648438,5.360000133514404,494.0,275.5,9.69172859,-0.41659111,4.5441947,0.11097509,
Sun Nov 02 01:26:06 MST 2025,02-Nov-2025 01:26:06.383,-121.74922182,37.35838269,16.459999084472656,4.288000106811523,494.0,278.6000061035156,8.06845951,0.71347213,4.5346179,-0.03473306,
Sun Nov 02 01:26:07 MST 2025,02-Nov-2025 01:26:07.383,-121.74940566,37.35840497,16.459999084472656,5.360000133514404,494.0,278.6000061035156,5.90410137,-1.39342535,5.31033945,-0.15916085,
Sun Nov 02 01:26:08 MST 2025,02-Nov-2025 01:26:08.383,-121.7495401,37.35847774,14.050000190734863,5.360000133514404,491.0,299.70001220703125,9.0883894,-0.9528923,9.38527107,0.35429472,
Sun Nov 02 01:26:09 MST 2025,02-Nov-2025 01:26:09.383,-121.74966478,37.35856757,13.329999923706055,5.360000133514404,491.0,308.79998779296875,8.34139919,-0.61291564,10.6350441,0.39819676,
Sun Nov 02 01:26:10 MST 2025,02-Nov-2025 01:26:10.383,-121.74974738,37.35867347,12.600000381469727,5.360000133514404,491.0,323.70001220703125,11.51611042,-0.4309563,-0.25378537,0.19402188,
Sun Nov 02 01:26:11 MST 2025,02-Nov-2025 01:26:11.383,-121.74981657,37.35871817,11.5,5.360000133514404,488.0,316.1000061035156,10.88404083,-1.66636443,-1.55623114,0.15256733,
Sun Nov 02 01:26:12 MST 2025,02-Nov-2025 01:26:12.383,-121.74992626,37.35878834,11.550000190734863,5.360000133514404,488.0,305.20001220703125,8.90164185,-3.95043278,-3.75889659,0.0831266,
Sun Nov 02 01:26:13 MST 2025,02-Nov-2025 01:26:13.383,-121.75010193,37.35876946,13.75,4.288000106811523,486.0,272.3999938964844,9.55765343,-4.44842672,2.44687414,0.12220114,
Sun Nov 02 01:26:14 MST 2025,02-Nov-2025 01:26:14.383,-121.75028248,37.35876555,16.030000686645508,5.360000133514404,487.0,268.8999938964844,8.86333466,-1.06781399,7.57525396,0.28487068,
Sun Nov 02 01:26:15 MST 2025,02-Nov-2025 01:26:15.383,-121.75046344,37.35876284,16.030000686645508,6.432000160217285,487.0,268.8999938964844,9.74918938,-0.77093297,6.98149204,0.24386412,
Sun Nov 02 01:26:16 MST 2025,02-Nov-2025 01:26:16.383,-121.7506813,37.35878325,16.209999084472656,5.360000133514404,488.0,274.5,7.06289482,-0.45489833,9.89284134,0.25894588,
Sun Nov 02 01:26:17 MST 2025,02-Nov-2025 01:26:17.383,-121.75086718,37.35881382,16.1200008392334,5.360000133514404,488.0,276.5,10.53448772,-1.95845699,4.73094273,0.2129789,
Sun Nov 02 01:26:18 MST 2025,02-Nov-2025 01:26:18.383,-121.75103424,37.35886125,15.8100004196167,7.504000186920166,489.0,281.3999938964844,9.95509052,-0.94331545,4.18027639,0.12381989,
Sun Nov 02 01:26:19 MST 2025,02-Nov-2025 01:26:19.383,-121.75114928,37.35895767,14.800000190734863,9.648000717163086,486.0,294.8999938964844,10.0317049,-2.06380177,0.65601128,0.06515533,
Sun Nov 02 01:26:20 MST 2025,02-Nov-2025 01:26:20.383,-121.75127074,37.35909055,15.390000343322754,6.432000160217285,483.0,304.6000061035156,11.19049835,-3.12203908,1.11090958,0.20868796,
Sun Nov 02 01:26:21 MST 2025,02-Nov-2025 01:26:21.383,-121.75142135,37.35916798,16.239999771118164,7.504000186920166,483.0,301.20001220703125,10.0412817,-6.15309858,0.69910687,0.2215808,
Sun Nov 02 01:26:22 MST 2025,02-Nov-2025 01:26:22.383,-121.75158014,37.35921954,16.459999084472656,7.504000186920166,484.0,294.70001220703125,10.71644688,-0.41659111,0.9768343,0.11675078,
Sun Nov 02 01:26:23 MST 2025,02-Nov-2025 01:26:23.383,-121.75184277,37.3591915,19.149999618530273,6.432000160217285,486.0,275.6000061035156,10.6254673,1.51313543,1.55144274,0.12442499,
Sun Nov 02 01:26:24 MST 2025,02-Nov-2025 01:26:24.383,-121.75201792,37.35916212,17.600000381469727,7.504000186920166,482.0,271.20001220703125,6.24886656,0.16280572,7.85776997,0.04253572,
Sun Nov 02 01:26:25 MST 2025,02-Nov-2025 01:26:25.383,-121.75221657,37.35916551,17.600000381469727,8.576000213623047,482.0,271.20001220703125,7.21612406,-0.69910687,14.17367363,0.64185876,
Sun Nov 02 01:26:26 MST 2025,02-Nov-2025 01:26:26.383,-121.75235721,37.3592268,14.920000076293945,6.432000160217285,483.0,290.6000061035156,8.61433792,-0.40701428,1.59453833,-0.08700192,
Sun Nov 02 01:26:27 MST 2025,02-Nov-2025 01:26:27.383,-121.75247853,37.35933518,14.239999771118164,5.360000133514404,485.0,308.70001220703125,13.50329781,-0.98641109,-1.55144274,0.40818208,
Sun Nov 02 01:26:28 MST 2025,02-Nov-2025 01:26:28.383,-121.75260897,37.35940112,13.729999542236328,5.360000133514404,484.0,302.0,10.55842972,-5.69820023,-1.49877024,0.2515344,
Sun Nov 02 01:26:29 MST 2025,02-Nov-2025 01:26:29.384,-121.75273644,37.35944544,13.539999961853027,6.432000160217285,482.0,297.3999938964844,9.0788126,-4.30956316,7.41244841,0.29195172,
Sun Nov 02 01:26:30 MST 2025,02-Nov-2025 01:26:30.382,-121.75295312,37.35940482,18.309999465942383,6.432000160217285,483.0,266.79998779296875,10.45308495,0.05746084,7.52258158,0.33180791,
Sun Nov 02 01:26:31 MST 2025,02-Nov-2025 01:26:31.383,-121.75315905,37.35940801,17.59000015258789,6.432000160217285,483.0,270.6000061035156,10.13704967,-1.8579005,8.27436066,0.36625046,
Sun Nov 02 01:26:32 MST 2025,02-Nov-2025 01:26:32.383,-121.75336442,37.35939693,17.530000686645508,6.432000160217285,481.0,291.1000061035156,8.88248825,0.36870706,6.25844336,0.12726742,
Sun Nov 02 01:26:33 MST 2025,02-Nov-2025 01:26:33.383,-121.75352942,37.35946172,15.069999694824219,6.432000160217285,479.0,298.0,11.6023016,-0.78529817,-1.17315888,0.21042436,
Sun Nov 02 01:26:34 MST 2025,02-Nov-2025 01:26:34.383,-121.75370149,37.35954506,16.059999465942383,5.360000133514404,478.0,295.6000061035156,9.94072533,0.33997664,0.9576807,0.03760701,
Sun Nov 02 01:26:35 MST 2025,02-Nov-2025 01:26:35.383,-121.75387571,37.35960583,16.8700008392334,5.360000133514404,477.0,293.3999938964844,8.05409431,1.27371526,4.58729029,-0.02728325,
Sun Nov 02 01:26:36 MST 2025,02-Nov-2025 01:26:36.382,-121.75403546,37.35964042,14.829999923706055,5.360000133514404,476.0,288.1000061035156,7.51779318,0.37349546,9.648633,0.26643664,
Sun Nov 02 01:26:37 MST 2025,02-Nov-2025 01:26:37.383,-121.75414606,37.35971978,12.720000267028809,4.288000106811523,475.0,312.5,6.81389809,-2.70544791,5.77002621,-0.0299682,
Sun Nov 02 01:26:38 MST 2025,02-Nov-2025 01:26:38.383,-121.75420146,37.35980932,13.520000457763672,4.288000106811523,473.0,333.79998779296875,7.87213516,-2.16914678,5.27682066,0.0100466,
Sun Nov 02 01:26:39 MST 2025,02-Nov-2025 01:26:39.383,-121.75422397,37.35993328,15.09000015258789,4.288000106811523,471.0,351.70001220703125,8.14986229,-0.72304893,5.55933619,0.02734643,
Sun Nov 02 01:26:40 MST 2025,02-Nov-2025 01:26:40.383,-121.75422441,37.36008479,17.139999389648438,4.288000106811523,470.0,1.100000023841858,9.41400146,1.58496153,3.44286203,0.05348939,
Sun Nov 02 01:26:41 MST 2025,02-Nov-2025 01:26:41.383,-121.75421621,37.36023618,15.989999771118164,4.288000106811523,471.0,4.5,10.21845245,1.53228903,1.19710088,0.07932752,
Sun Nov 02 01:26:42 MST 2025,02-Nov-2025 01:26:42.383,-121.75417518,37.36033435,12.369999885559082,4.288000106811523,470.0,12.199999809265137,12.89038181,1.15400517,-1.90578461,0.35248631,
Sun Nov 02 01:26:43 MST 2025,02-Nov-2025 01:26:43.383,-121.75418016,37.36044161,9.65999984741211,4.288000106811523,468.0,347.20001220703125,10.74038887,-0.45010993,-1.82438171,0.13047069,
Sun Nov 02 01:26:44 MST 2025,02-Nov-2025 01:26:44.383,-121.75420432,37.36052636,9.649999618530273,4.288000106811523,468.0,347.20001220703125,12.10987186,-4.62559748,-0.04309563,0.34043664,
Sun Nov 02 01:26:45 MST 2025,02-Nov-2025 01:26:45.383,-121.75431284,37.36055702,8.710000038146973,4.288000106811523,467.0,307.5,7.63750362,-3.77805018,0.24899697,-0.11203963,
Sun Nov 02 01:26:46 MST 2025,02-Nov-2025 01:26:46.383,-121.75446801,37.3605881,11.59000015258789,4.288000106811523,466.0,292.20001220703125,7.96790314,-5.20499468,9.22725296,0.3702746,
Sun Nov 02 01:26:47 MST 2025,02-Nov-2025 01:26:47.383,-121.75469127,37.36055505,17.270000457763672,4.288000106811523,468.0,273.20001220703125,9.98382092,-0.01915361,4.79798031,0.05992991,
Sun Nov 02 01:26:48 MST 2025,02-Nov-2025 01:26:48.383,-121.75489112,37.36057528,17.989999771118164,4.288000106811523,468.0,277.79998779296875,12.78024864,2.10689759,2.44687414,0.36271471,
Sun Nov 02 01:26:49 MST 2025,02-Nov-2025 01:26:49.383,-121.7550923,37.36059713,17.979999542236328,5.360000133514404,468.0,277.79998779296875,6.93839645,1.21625447,6.79953289,0.01701415,
Sun Nov 02 01:26:50 MST 2025,02-Nov-2025 01:26:50.384,-121.75518307,37.36068001,13.149999618530273,4.288000106811523,468.0,298.20001220703125,7.28795004,0.30166942,13.517663,0.58475858,
Sun Nov 02 01:26:51 MST 2025,02-Nov-2025 01:26:51.384,-121.75531305,37.36073783,12.90999984741211,5.360000133514404,467.0,300.0,7.31668043,-0.75656772,11.80341434,0.43671614,
Sun Nov 02 01:26:52 MST 2025,02-Nov-2025 01:26:52.383,-121.75540958,37.36084562,13.34000015258789,8.576000213623047,467.0,312.79998779296875,9.39484787,-4.22337198,7.08204842,0.29323214,
Sun Nov 02 01:26:53 MST 2025,02-Nov-2025 01:26:53.383,-121.75538586,37.36098115,12.279999732971191,9.648000717163086,467.0,340.8999938964844,9.04529381,-4.88417149,1.02471828,0.07207423,
Sun Nov 02 01:26:54 MST 2025,02-Nov-2025 01:26:54.383,-121.75497157,37.36103398,18.290000915527344,7.504000186920166,467.0,57.099998474121094,8.15465069,-0.90979666,-2.80600429,-0.09702682,
Sun Nov 02 01:26:55 MST 2025,02-Nov-2025 01:26:55.383,-121.7547685,37.36113319,17.75,6.432000160217285,466.0,53.0,8.04451752,0.65601128,0.02394202,-0.15824199,
Sun Nov 02 01:26:56 MST 2025,02-Nov-2025 01:26:56.382,-121.75460845,37.36122942,17.75,7.504000186920166,465.0,53.0,7.65665722,0.30166942,-1.42694426,-0.18647105,
Sun Nov 02 01:26:57 MST 2025,02-Nov-2025 01:26:57.383,-121.7545017,37.36133071,14.920000076293945,6.432000160217285,465.0,44.099998474121094,10.76911926,0.11492168,1.01992989,0.1217441,
Sun Nov 02 01:26:58 MST 2025,02-Nov-2025 01:26:58.383,-121.75445552,37.36149268,14.119999885559082,5.360000133514404,463.0,20.200000762939453,7.84340477,0.58897364,-2.8826189,-0.17084509,
Sun Nov 02 01:26:59 MST 2025,02-Nov-2025 01:26:59.383,-121.75442118,37.36161205,13.010000228881836,4.288000106811523,462.0,11.300000190734863,9.57201862,-0.21547815,-0.51235914,-0.00361544,
Sun Nov 02 01:27:00 MST 2025,02-Nov-2025 01:27:00.383,-121.75442391,37.36173377,11.949999809265137,4.288000106811523,459.0,1.2999999523162842,10.0604353,-3.92649078,-3.05978966,0.16320139,
Sun Nov 02 01:27:01 MST 2025,02-Nov-2025 01:27:01.383,-121.75452527,37.36183303,14.670000076293945,3.2160000801086426,460.0,317.8999938964844,5.58806658,-2.26012635,1.0534488,-0.35723001,
Sun Nov 02 01:27:02 MST 2025,02-Nov-2025 01:27:02.383,-121.75464579,37.36195272,17.389999389648438,3.2160000801086426,456.0,314.5,7.16824007,-0.22984336,9.33738708,0.21918744,
Sun Nov 02 01:27:03 MST 2025,02-Nov-2025 01:27:03.383,-121.75478578,37.36206251,17.3799991607666,4.288000106811523,456.0,314.5,7.88171196,0.21547815,11.08994198,0.40606958,
Sun Nov 02 01:27:04 MST 2025,02-Nov-2025 01:27:04.383,-121.75487928,37.36222336,17.5,4.288000106811523,449.0,330.6000061035156,8.24563026,-0.40222588,2.12126279,-0.13220429,
Sun Nov 02 01:27:05 MST 2025,02-Nov-2025 01:27:05.383,-121.75497644,37.36236073,17.5,7.504000186920166,448.0,330.6000061035156,8.91121864,-1.42694426,-1.58496153,-0.04696697,
Sun Nov 02 01:27:06 MST 2025,02-Nov-2025 01:27:06.383,-121.75490231,37.3625012,15.279999732971191,5.360000133514404,448.0,354.8999938964844,10.29985619,-2.19787717,-0.56981999,0.09414274,
