GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 
Sun Nov 02 01:15:19 MST 2025,02-Nov-2025 01:15:19.383,-121.75659787,37.33421347,15.3100004196167,4.288000106811523,283.0,126.5,10.68292809,1.043872,-3.65834022,0.17497438,
Sun Nov 02 01:15:20 MST 2025,02-Nov-2025 01:15:20.383,-121.75645398,37.3341552,14.510000228881836,4.288000106811523,285.0,115.80000305175781,9.0740242,1.06302559,-5.22893667,0.0920499,
Sun Nov 02 01:15:21 MST 2025,02-Nov-2025 01:15:21.383,-121.75630669,37.33409809,14.510000228881836,5.360000133514404,285.0,115.9000015258789,9.10754299,1.0486604,-6.21055937,0.14777714,
Sun Nov 02 01:15:22 MST 2025,02-Nov-2025 01:15:22.383,-121.7561419,37.33409178,14.619999885559082,6.432000160217285,286.0,102.5999984741211,9.35654068,1.07260239,-4.14675713,0.06796342,
Sun Nov 02 01:15:23 MST 2025,02-Nov-2025 01:15:23.383,-121.75601507,37.33418066,13.420000076293945,5.360000133514404,289.0,71.4000015258789,10.41956615,1.10612118,0.36870706,0.08776635,
Sun Nov 02 01:15:24 MST 2025,02-Nov-2025 01:15:24.383,-121.75588971,37.33419932,11.84000015258789,5.360000133514404,290.0,81.69999694824219,11.25274754,-1.02471828,1.59932673,0.18229586,
Sun Nov 02 01:15:25 MST 2025,02-Nov-2025 01:15:25.383,-121.75577688,37.33418546,11.550000190734863,4.288000106811523,290.0,110.0,10.84573364,-2.19787717,4.03183556,0.21959001,
Sun Nov 02 01:15:26 MST 2025,02-Nov-2025 01:15:26.383,-121.75566873,37.3341234,12.850000381469727,4.288000106811523,291.0,138.5,9.69172859,1.67115283,-5.63116217,0.1742292,
Sun Nov 02 01:15:27 MST 2025,02-Nov-2025 01:15:27.383,-121.75557182,37.33404413,13.109999656677246,4.288000106811523,293.0,137.1999969482422,9.92157173,-0.38307226,-5.06613064,0.15526384,
Sun Nov 02 01:15:28 MST 2025,02-Nov-2025 01:15:28.383,-121.75543824,37.33396177,14.4399995803833,4.288000106811523,294.0,126.9000015258789,8.47068596,-0.17717093,-5.82269859,0.06695646,
Sun Nov 02 01:15:29 MST 2025,02-Nov-2025 01:15:29.383,-121.75528657,37.33393427,13.789999961853027,4.288000106811523,295.0,104.0,8.72447109,-0.72783732,-4.47236872,0.02113885,
Sun Nov 02 01:15:30 MST 2025,02-Nov-2025 01:15:30.383,-121.75513551,37.33390423,13.789999961853027,5.360000133514404,295.0,104.0,7.99663353,0.20111294,-6.04296494,0.04093367,
Sun Nov 02 01:15:31 MST 2025,02-Nov-2025 01:15:31.383,-121.7549939,37.33390385,13.40999984741211,6.432000160217285,297.0,93.4000015258789,8.81545067,-0.76135612,-2.42293215,-0.04583097,
Sun Nov 02 01:15:32 MST 2025,02-Nov-2025 01:15:32.383,-121.75484963,37.33388956,13.1899995803833,6.432000160217285,299.0,94.5,9.12190819,-1.22583127,-2.07816696,-0.01916462,
Sun Nov 02 01:15:33 MST 2025,02-Nov-2025 01:15:33.383,-121.75463092,37.33384623,14.619999885559082,5.360000133514404,303.0,101.0,10.14662647,-1.16837049,-2.63362193,0.09420413,
Sun Nov 02 01:15:34 MST 2025,02-Nov-2025 01:15:34.383,-121.75450702,37.33384727,14.34000015258789,5.360000133514404,306.0,102.80000305175781,9.72524738,-1.96803379,-1.53707755,0.04251951,
Sun Nov 02 01:15:35 MST 2025,02-Nov-2025 01:15:35.384,-121.75434909,37.33381856,14.34000015258789,6.432000160217285,306.0,102.80000305175781,10.12747288,-1.57059634,-0.69910687,0.0661307,
Sun Nov 02 01:15:36 MST 2025,02-Nov-2025 01:15:36.382,-121.75418144,37.3337607,14.989999771118164,4.288000106811523,309.0,115.19999694824219,11.05163479,-1.31202257,0.44532153,0.15438718,
Sun Nov 02 01:15:37 MST 2025,02-Nov-2025 01:15:37.383,-121.7540283,37.33370326,14.989999771118164,5.360000133514404,310.0,115.19999694824219,11.5927248,-0.61770403,-0.4357447,0.20323485,
Sun Nov 02 01:15:38 MST 2025,02-Nov-2025 01:15:38.383,-121.7539127,37.33358279,15.380000114440918,4.288000106811523,311.0,135.1999969482422,9.95987892,-1.91057301,-1.52271223,0.06437725,
Sun Nov 02 01:15:39 MST 2025,02-Nov-2025 01:15:39.383,-121.75380711,37.33345746,16.5,4.288000106811523,311.0,144.0,12.60786629,-0.78529817,-1.7764976,0.31936723,
Sun Nov 02 01:15:40 MST 2025,02-Nov-2025 01:15:40.384,-121.75369771,37.33333713,16.5,5.360000133514404,312.0,144.0,10.10831928,-1.52750063,-3.61524463,0.12435108,
Sun Nov 02 01:15:41 MST 2025,02-Nov-2025 01:15:41.383,-121.75363469,37.33318798,17.139999389648438,4.288000106811523,314.0,152.60000610351562,10.18493366,-1.16837049,-1.50834703,0.07527906,
Sun Nov 02 01:15:42 MST 2025,02-Nov-2025 01:15:42.383,-121.7535281,37.33306113,17.540000915527344,4.288000106811523,316.0,149.60000610351562,10.54885292,-0.59376204,1.67594123,0.10948378,
Sun Nov 02 01:15:43 MST 2025,02-Nov-2025 01:15:43.383,-121.75342795,37.3329248,17.540000915527344,6.432000160217285,317.0,149.60000610351562,8.87291145,-0.16280572,-6.09084892,0.11619943,
Sun Nov 02 01:15:44 MST 2025,02-Nov-2025 01:15:44.383,-121.75336917,37.33278485,18.010000228881836,4.288000106811523,320.0,149.60000610351562,7.81467438,0.46926352,-3.91212559,-0.08886915,
Sun Nov 02 01:15:45 MST 2025,02-Nov-2025 01:15:45.383,-121.75326638,37.33264481,18.010000228881836,6.432000160217285,321.0,149.60000610351562,11.53047562,0.9768343,-0.4309563,0.19940776,
Sun Nov 02 01:15:46 MST 2025,02-Nov-2025 01:15:46.383,-121.75316011,37.33251294,17.700000762939453,4.288000106811523,323.0,149.5,9.29907894,-0.04309563,-1.81001651,-0.01528198,
Sun Nov 02 01:15:47 MST 2025,02-Nov-2025 01:15:47.383,-121.75307234,37.33239122,17.079999923706055,3.2160000801086426,324.0,146.60000610351562,8.59518433,0.49320555,-1.45088625,-0.09101814,
Sun Nov 02 01:15:48 MST 2025,02-Nov-2025 01:15:48.383,-121.75295058,37.33227946,16.860000610351562,3.2160000801086426,325.0,135.10000610351562,8.38449478,-1.02950668,-0.01915361,-0.11989045,
Sun Nov 02 01:15:49 MST 2025,02-Nov-2025 01:15:49.383,-121.75278755,37.33218106,17.329999923706055,3.2160000801086426,325.0,126.9000015258789,9.68694019,0.65122288,-6.68939972,0.22085589,
Sun Nov 02 01:15:50 MST 2025,02-Nov-2025 01:15:50.383,-121.75262162,37.33209404,17.6299991607666,3.2160000801086426,326.0,122.80000305175781,10.13704967,0.56024319,-2.53785372,0.08575946,
Sun Nov 02 01:15:51 MST 2025,02-Nov-2025 01:15:51.383,-121.75245425,37.33200793,17.639999389648438,4.288000106811523,326.0,122.80000305175781,10.92234802,-0.42616791,-1.18752408,0.13979274,
Sun Nov 02 01:15:52 MST 2025,02-Nov-2025 01:15:52.385,-121.7522749,37.33191448,18.09000015258789,4.288000106811523,328.0,127.9000015258789,9.29907894,1.69030643,-1.35990655,-0.00762719,
Sun Nov 02 01:15:53 MST 2025,02-Nov-2025 01:15:53.383,-121.75213223,37.33180408,17.959999084472656,4.288000106811523,329.0,133.60000610351562,11.50653362,0.521936,-1.61848032,0.20467967,
Sun Nov 02 01:15:54 MST 2025,02-Nov-2025 01:15:54.383,-121.75200519,37.33167811,18.170000076293945,4.288000106811523,330.0,139.8000030517578,8.35097599,1.17315888,-0.47884035,-0.11998469,
Sun Nov 02 01:15:55 MST 2025,02-Nov-2025 01:15:55.383,-121.75187279,37.33155301,18.170000076293945,4.288000106811523,331.0,139.8000030517578,10.47702694,3.33272886,-0.72783732,0.14217943,
Sun Nov 02 01:15:56 MST 2025,02-Nov-2025 01:15:56.383,-121.75176708,37.33142536,17.469999313354492,4.288000106811523,331.0,142.5,11.19049835,1.95845699,-4.69263554,0.27196711,
Sun Nov 02 01:15:57 MST 2025,02-Nov-2025 01:15:57.383,-121.75164304,37.33134628,14.180000305175781,4.288000106811523,333.0,126.80000305175781,8.32703304,0.8858546,-4.79798031,0.00280803,
Sun Nov 02 01:15:58 MST 2025,02-Nov-2025 01:15:58.383,-121.75150702,37.33129001,14.270000457763672,4.288000106811523,335.0,110.19999694824219,8.95910263,-0.69910687,-4.43884993,0.04069787,
Sun Nov 02 01:15:59 MST 2025,02-Nov-2025 01:15:59.383,-121.75134035,37.33124999,15.069999694824219,4.288000106811523,335.0,103.80000305175781,8.84418106,-0.44532153,-0.5315128,-0.07668585,
Sun Nov 02 01:16:00 MST 2025,02-Nov-2025 01:16:00.383,-121.75116273,37.33122248,16.229999542236328,4.288000106811523,337.0,101.5999984741211,10.72123528,0.29209262,-2.47560453,0.14104038,
Sun Nov 02 01:16:01 MST 2025,02-Nov-2025 01:16:01.384,-121.75097722,37.33119145,16.459999084472656,3.2160000801086426,340.0,100.80000305175781,10.07958889,-0.10534488,-4.5346179,0.14572197,
Sun Nov 02 01:16:02 MST 2025,02-Nov-2025 01:16:02.384,-121.75078986,37.33116364,16.969999313354492,3.2160000801086426,343.0,99.69999694824219,9.89284134,0.16280572,-4.70700073,0.13589734,
Sun Nov 02 01:16:03 MST 2025,02-Nov-2025 01:16:03.384,-121.75061715,37.33115311,16.549999237060547,4.288000106811523,345.0,93.69999694824219,9.59117222,-2.14041638,-0.80445176,0.02409428,
Sun Nov 02 01:16:04 MST 2025,02-Nov-2025 01:16:04.384,-121.75043408,37.33113771,16.360000610351562,4.288000106811523,347.0,96.19999694824219,9.77791977,-1.59932673,0.83318222,0.03253967,
Sun Nov 02 01:16:05 MST 2025,02-Nov-2025 01:16:05.384,-121.75024002,37.33111107,17.59000015258789,4.288000106811523,350.0,101.0,10.33816338,2.12126279,-2.65277553,0.12826055,
Sun Nov 02 01:16:06 MST 2025,02-Nov-2025 01:16:06.384,-121.75005931,37.3310782,16.209999084472656,4.288000106811523,352.0,101.5999984741211,11.60709,0.56981999,-0.38307226,0.20425791,
Sun Nov 02 01:16:07 MST 2025,02-Nov-2025 01:16:07.383,-121.74988746,37.33104527,14.779999732971191,4.288000106811523,354.0,104.0,9.89284134,-0.08140286,3.27047944,0.08115488,
Sun Nov 02 01:16:08 MST 2025,02-Nov-2025 01:16:08.382,-121.74972898,37.33098039,14.069999694824219,4.288000106811523,354.0,114.69999694824219,9.88326454,0.04788403,1.29765737,0.03512698,
Sun Nov 02 01:16:09 MST 2025,02-Nov-2025 01:16:09.383,-121.74960565,37.33091501,13.65999984741211,3.2160000801086426,356.0,128.3000030517578,9.6534214,0.2777274,-4.63517427,0.110964,
Sun Nov 02 01:16:10 MST 2025,02-Nov-2025 01:16:10.383,-121.74948464,37.33083869,13.65999984741211,4.288000106811523,357.0,128.3000030517578,9.31344414,0.84754741,-7.14908648,0.21894807,
Sun Nov 02 01:16:11 MST 2025,02-Nov-2025 01:16:11.383,-121.74936066,37.3307861,13.5,3.2160000801086426,360.0,112.19999694824219,11.03726959,-2.9161377,-2.00155258,0.20046192,
Sun Nov 02 01:16:12 MST 2025,02-Nov-2025 01:16:12.383,-121.74920045,37.33075383,14.65999984741211,4.288000106811523,361.0,102.9000015258789,10.90319443,0.44532153,-0.54108959,0.13272995,
Sun Nov 02 01:16:13 MST 2025,02-Nov-2025 01:16:13.383,-121.74904363,37.33072025,14.630000114440918,4.288000106811523,363.0,103.4000015258789,10.12268448,3.10767388,-2.77727389,0.13491517,
Sun Nov 02 01:16:14 MST 2025,02-Nov-2025 01:16:14.383,-121.74888345,37.33068987,14.609999656677246,5.360000133514404,363.0,103.4000015258789,8.58560753,-0.93852705,-2.02070618,-0.07682157,
Sun Nov 02 01:16:15 MST 2025,02-Nov-2025 01:16:15.384,-121.74873443,37.33065824,13.550000190734863,4.288000106811523,364.0,100.5,9.85453415,-0.92416185,-4.21379519,0.11557645,
Sun Nov 02 01:16:16 MST 2025,02-Nov-2025 01:16:16.384,-121.7485719,37.33064223,13.460000038146973,4.288000106811523,365.0,98.19999694824219,11.52568722,0.11013328,-1.23540807,0.20067495,
Sun Nov 02 01:16:17 MST 2025,02-Nov-2025 01:16:17.383,-121.74842812,37.3306363,13.180000305175781,4.288000106811523,367.0,94.0,8.78193188,0,-2.36547136,-0.05389184,
Sun Nov 02 01:16:18 MST 2025,02-Nov-2025 01:16:18.383,-121.74828951,37.3306654,12.479999542236328,5.360000133514404,368.0,85.0999984741211,9.6438446,-0.61291564,0.50757074,0.00540394,
Sun Nov 02 01:16:19 MST 2025,02-Nov-2025 01:16:19.383,-121.74813675,37.3306735,12.789999961853027,6.432000160217285,368.0,84.4000015258789,8.33661079,1.13485157,-1.89141929,-0.10194993,
Sun Nov 02 01:16:20 MST 2025,02-Nov-2025 01:16:20.384,-121.7480026,37.33069421,11.890000343322754,6.432000160217285,369.0,81.9000015258789,10.98459721,1.37427175,0.32082301,0.1479376,
Sun Nov 02 01:16:21 MST 2025,02-Nov-2025 01:16:21.383,-121.74788258,37.33067897,9.529999732971191,6.432000160217285,371.0,95.69999694824219,11.0133276,-0.24420857,8.54251194,0.44001335,
Sun Nov 02 01:16:22 MST 2025,02-Nov-2025 01:16:22.383,-121.74778482,37.33070753,9.239999771118164,6.432000160217285,370.0,96.4000015258789,14.89193439,-2.17872357,10.30943298,0.87861592,
Sun Nov 02 01:16:23 MST 2025,02-Nov-2025 01:16:23.383,-121.74774161,37.3306378,5.760000228881836,7.504000186920166,369.0,128.1999969482422,13.12022495,-2.41335535,0.75177932,0.38102871,
Sun Nov 02 01:16:24 MST 2025,02-Nov-2025 01:16:24.383,-121.74769044,37.33060566,5.760000228881836,11.791999816894531,369.0,128.1999969482422,8.76277828,-0.10534488,-7.63271523,0.2036429,
Sun Nov 02 01:16:25 MST 2025,02-Nov-2025 01:16:25.384,-121.74802248,37.33043147,12.84000015258789,6.432000160217285,371.0,225.39999389648438,9.12190819,-0.05746084,-5.14753342,0.08671004,
Sun Nov 02 01:16:26 MST 2025,02-Nov-2025 01:16:26.383,-121.74811136,37.33030184,14.039999961853027,6.432000160217285,372.0,207.6999969482422,11.51132202,0.29209262,-8.22647667,0.4615795,
Sun Nov 02 01:16:27 MST 2025,02-Nov-2025 01:16:27.383,-121.74819427,37.33019829,13.9399995803833,6.432000160217285,372.0,204.6999969482422,9.25598335,0.64643449,-6.38294172,0.16701406,
Sun Nov 02 01:16:28 MST 2025,02-Nov-2025 01:16:28.383,-121.74821265,37.33007835,13.569999694824219,7.504000186920166,373.0,192.60000610351562,11.38203526,-0.20590134,-4.34308195,0.26102144,
Sun Nov 02 01:16:29 MST 2025,02-Nov-2025 01:16:29.383,-121.74824613,37.32995908,13.5600004196167,11.791999816894531,373.0,192.60000610351562,9.32781029,-0.20590134,-0.07182605,-0.0298931,
Sun Nov 02 01:16:30 MST 2025,02-Nov-2025 01:16:30.383,-121.74824305,37.32982649,13.630000114440918,11.791999816894531,372.0,187.10000610351562,9.69172859,-0.31124622,-1.68072963,0.02219135,
Sun Nov 02 01:16:31 MST 2025,02-Nov-2025 01:16:31.383,-121.74809884,37.32966278,15.670000076293945,5.360000133514404,372.0,167.0,11.22880554,0.29209262,-3.8546648,0.22956043,
Sun Nov 02 01:16:32 MST 2025,02-Nov-2025 01:16:32.383,-121.7480362,37.32950587,16.09000015258789,4.288000106811523,375.0,165.89999389648438,7.78115559,-0.32082301,-0.91937345,-0.18162733,
Sun Nov 02 01:16:33 MST 2025,02-Nov-2025 01:16:33.384,-121.74800857,37.32936508,15.770000457763672,4.288000106811523,378.0,167.3000030517578,8.63349152,1.39342535,-0.22505496,-0.08924556,
Sun Nov 02 01:16:34 MST 2025,02-Nov-2025 01:16:34.383,-121.74796936,37.32922642,15.770000457763672,4.288000106811523,378.0,167.3000030517578,10.70687008,-0.33039984,-1.8674773,0.12741297,
Sun Nov 02 01:16:35 MST 2025,02-Nov-2025 01:16:35.383,-121.74793598,37.32908101,15.40999984741211,4.288000106811523,379.0,169.89999389648438,7.92480755,0.29209262,-2.15956998,-0.14318353,
Sun Nov 02 01:16:36 MST 2025,02-Nov-2025 01:16:36.383,-121.74793097,37.3289492,15.300000190734863,3.2160000801086426,378.0,174.0,10.43871975,0.2681506,-4.18985319,0.16592997,
Sun Nov 02 01:16:37 MST 2025,02-Nov-2025 01:16:37.383,-121.74790559,37.32880966,14.949999809265137,3.2160000801086426,380.0,169.8000030517578,9.54328823,1.043872,-4.18027639,0.08636504,
Sun Nov 02 01:16:38 MST 2025,02-Nov-2025 01:16:38.383,-121.74786293,37.32869079,15.100000381469727,4.288000106811523,381.0,159.3000030517578,9.26077175,0.64643449,-3.47638083,0.02948624,
Sun Nov 02 01:16:39 MST 2025,02-Nov-2025 01:16:39.383,-121.74780108,37.32856636,14.609999656677246,4.288000106811523,382.0,155.1999969482422,10.77869606,0.17238252,-1.75255561,0.13231343,
Sun Nov 02 01:16:40 MST 2025,02-Nov-2025 01:16:40.383,-121.74773178,37.32844683,14.609999656677246,5.360000133514404,382.0,155.1999969482422,8.7053175,1.78607452,-2.86825371,-0.02910739,
Sun Nov 02 01:16:41 MST 2025,02-Nov-2025 01:16:41.383,-121.7476187,37.32831719,14.329999923706055,3.2160000801086426,385.0,145.60000610351562,8.03015232,1.47003984,-3.98873997,-0.05480784,
Sun Nov 02 01:16:42 MST 2025,02-Nov-2025 01:16:42.383,-121.74751014,37.32823258,13.359999656677246,3.2160000801086426,385.0,134.5,9.95509052,1.63284552,-6.4834981,0.24141628,
Sun Nov 02 01:16:43 MST 2025,02-Nov-2025 01:16:43.383,-121.74738667,37.32818316,12.899999618530273,4.288000106811523,384.0,117.4000015258789,9.02135181,1.65678763,-9.44273186,0.36091155,
Sun Nov 02 01:16:44 MST 2025,02-Nov-2025 01:16:44.383,-121.74724309,37.32817224,12.5,4.288000106811523,385.0,90.5,9.0692358,-1.24498487,-7.16345167,0.20390755,
Sun Nov 02 01:16:45 MST 2025,02-Nov-2025 01:16:45.384,-121.74708416,37.32820056,13.819999694824219,4.288000106811523,383.0,66.0999984741211,9.48103905,-2.28885674,-5.08528423,0.1402542,
Sun Nov 02 01:16:46 MST 2025,02-Nov-2025 01:16:46.383,-121.74694155,37.32825478,14.029999732971191,4.288000106811523,384.0,62.599998474121094,9.54807663,-2.31758714,0.69910687,0.02309412,
Sun Nov 02 01:16:47 MST 2025,02-Nov-2025 01:16:47.383,-121.74679605,37.32834565,17.030000686645508,4.288000106811523,386.0,57.5,10.17535686,-2.21224236,-0.49799395,0.08168751,
Sun Nov 02 01:16:48 MST 2025,02-Nov-2025 01:16:48.384,-121.74662282,37.32843936,18.549999237060547,4.288000106811523,388.0,53.70000076293945,9.12669659,0.61291564,-0.45968673,-0.04738158,
Sun Nov 02 01:16:49 MST 2025,02-Nov-2025 01:16:49.383,-121.7464627,37.32854222,17.510000228881836,4.288000106811523,389.0,53.400001525878906,10.00776291,1.22583127,-2.96881008,0.09041256,
Sun Nov 02 01:16:50 MST 2025,02-Nov-2025 01:16:50.383,-121.74631055,37.32863102,16.110000610351562,4.288000106811523,391.0,51.20000076293945,9.46188545,-0.31124622,-3.24174905,0.03904599,
Sun Nov 02 01:16:51 MST 2025,02-Nov-2025 01:16:51.383,-121.74618311,37.32872428,16.239999771118164,3.2160000801086426,391.0,45.20000076293945,8.92079544,0.92895025,-4.93205547,0.06239027,
Sun Nov 02 01:16:52 MST 2025,02-Nov-2025 01:16:52.383,-121.74606377,37.32883333,16.309999465942383,3.2160000801086426,393.0,37.79999923706055,8.49941635,-2.84910011,-2.48518133,-0.03274906,
Sun Nov 02 01:16:53 MST 2025,02-Nov-2025 01:16:53.383,-121.74595121,37.32894955,16.299999237060547,5.360000133514404,393.0,37.70000076293945,10.26154804,1.21625447,-3.40455484,0.12805003,
Sun Nov 02 01:16:54 MST 2025,02-Nov-2025 01:16:54.383,-121.74583096,37.32908571,17.510000228881836,4.288000106811523,394.0,35.099998474121094,9.62947941,1.25935006,-1.52750063,0.02112788,
Sun Nov 02 01:16:55 MST 2025,02-Nov-2025 01:16:55.383,-121.74572596,37.32921011,16.899999618530273,3.2160000801086426,396.0,34.099998474121094,9.82580376,0.1388637,-2.01591778,0.04157203,
Sun Nov 02 01:16:56 MST 2025,02-Nov-2025 01:16:56.383,-121.74561896,37.32933621,16.899999618530273,4.288000106811523,397.0,34.099998474121094,11.30063248,0.12449849,-0.99119949,0.17544264,
Sun Nov 02 01:16:57 MST 2025,02-Nov-2025 01:16:57.383,-121.74550797,37.32946954,16.170000076293945,3.2160000801086426,401.0,34.29999923706055,10.12268448,2.13562799,0.55545479,0.0751074,
Sun Nov 02 01:16:58 MST 2025,02-Nov-2025 01:16:58.383,-121.74539929,37.3296037,15.020000457763672,3.2160000801086426,403.0,32.29999923706055,9.37569427,-1.19231248,-2.61925673,0.01873839,
Sun Nov 02 01:16:59 MST 2025,02-Nov-2025 01:16:59.383,-121.7452977,37.32972244,15.739999771118164,3.2160000801086426,406.0,31.700000762939453,10.90319443,1.47482824,-0.31124622,0.14100713,
Sun Nov 02 01:17:00 MST 2025,02-Nov-2025 01:17:00.383,-121.74520653,37.32983101,13.979999542236328,3.2160000801086426,411.0,31.700000762939453,9.17936897,0.5315128,-3.75410819,0.03139526,
Sun Nov 02 01:17:01 MST 2025,02-Nov-2025 01:17:01.383,-121.74511439,37.32993984,13.770000457763672,3.2160000801086426,414.0,31.299999237060547,9.50019264,-1.56580794,-1.8674773,0.0187754,
Sun Nov 02 01:17:02 MST 2025,02-Nov-2025 01:17:02.383,-121.74503281,37.33005375,14.420000076293945,3.2160000801086426,417.0,32.0,4.61123228,0.8762778,-1.54186594,-0.47737986,
Sun Nov 02 01:17:03 MST 2025,02-Nov-2025 01:17:03.383,-121.74493979,37.33016515,14.329999923706055,3.2160000801086426,418.0,32.5,9.61032581,0.68474168,-3.03105927,0.04858464,
Sun Nov 02 01:17:04 MST 2025,02-Nov-2025 01:17:04.383,-121.74485495,37.33026603,13.479999542236328,3.2160000801086426,421.0,33.099998474121094,9.40921307,1.53707755,-0.98641109,-0.00395346,
Sun Nov 02 01:17:05 MST 2025,02-Nov-2025 01:17:05.383,-121.74476658,37.33035599,12.199999809265137,3.2160000801086426,424.0,41.70000076293945,10.94150162,-1.81959331,0.9720459,0.15399307,
Sun Nov 02 01:17:06 MST 2025,02-Nov-2025 01:17:06.383,-121.74467499,37.33043806,12.199999809265137,4.288000106811523,425.0,41.70000076293945,9.87368774,-1.54665434,2.33674097,0.06524211,
Sun Nov 02 01:17:07 MST 2025,02-Nov-2025 01:17:07.383,-121.74454853,37.3304681,11.649999618530273,4.288000106811523,425.0,66.69999694824219,9.92157173,-2.48518133,0.2681506,0.06197637,
Sun Nov 02 01:17:08 MST 2025,02-Nov-2025 01:17:08.382,-121.74440899,37.33042343,12.1899995803833,4.288000106811523,427.0,106.5,9.49540424,-2.29364514,-0.64643449,0.01694709,
Sun Nov 02 01:17:09 MST 2025,02-Nov-2025 01:17:09.382,-121.74427706,37.33039222,12.1899995803833,5.360000133514404,427.0,106.5,9.50019264,-1.70946002,-0.18674773,0.00315624,
Sun Nov 02 01:17:10 MST 2025,02-Nov-2025 01:17:10.383,-121.74413519,37.3302943,14.239999771118164,4.288000106811523,431.0,126.80000305175781,12.22958183,-1.58974993,1.83874691,0.29002947,
Sun Nov 02 01:17:11 MST 2025,02-Nov-2025 01:17:11.383,-121.74404751,37.33019842,13.600000381469727,4.288000106811523,431.0,144.1999969482422,12.30619717,-0.49320555,1.20667768,0.2804727,
Sun Nov 02 01:17:12 MST 2025,02-Nov-2025 01:17:12.383,-121.7439579,37.33009891,13.600000381469727,6.432000160217285,432.0,144.3000030517578,10.52012253,-2.14520478,1.28808057,0.12130409,
Sun Nov 02 01:17:13 MST 2025,02-Nov-2025 01:17:13.383,-121.74395775,37.3299812,13.220000267028809,4.288000106811523,434.0,173.0,10.22802925,-1.71903682,-0.28251579,0.07662791,
Sun Nov 02 01:17:14 MST 2025,02-Nov-2025 01:17:14.382,-121.74393956,37.32986291,13.220000267028809,6.432000160217285,434.0,173.0,8.6765871,-0.11013328,-3.7062242,-0.01916063,
Sun Nov 02 01:17:15 MST 2025,02-Nov-2025 01:17:15.383,-121.74393352,37.32973884,14.0600004196167,5.360000133514404,436.0,171.0,9.94072533,-0.30166942,-5.59764338,0.18234235,
Sun Nov 02 01:17:16 MST 2025,02-Nov-2025 01:17:16.383,-121.74388675,37.3296358,12.850000381469727,4.288000106811523,438.0,156.5,7.73806,-1.32159936,-2.27449155,-0.14787322,
Sun Nov 02 01:17:17 MST 2025,02-Nov-2025 01:17:17.383,-121.74381662,37.32952874,13.180000305175781,4.288000106811523,440.0,144.6999969482422,8.47547436,-0.73741412,-5.15711069,0.03312117,
Sun Nov 02 01:17:18 MST 2025,02-Nov-2025 01:17:18.383,-121.74373075,37.32943176,13.180000305175781,5.360000133514404,440.0,144.6999969482422,10.49618053,-0.10055647,1.38384855,0.09825486,
Sun Nov 02 01:17:19 MST 2025,02-Nov-2025 01:17:19.383,-121.74357584,37.32936597,13.8100004196167,4.288000106811523,443.0,114.69999694824219,9.51455784,0.91458505,-9.58638382,0.39896232,
Sun Nov 02 01:17:20 MST 2025,02-Nov-2025 01:17:20.383,-121.74342447,37.32932456,14.15999984741211,4.288000106811523,445.0,109.0999984741211,9.80665016,-0.82839382,0.69910687,0.02474672,
Sun Nov 02 01:17:21 MST 2025,02-Nov-2025 01:17:21.383,-121.74328196,37.32927788,14.489999771118164,4.288000106811523,447.0,107.30000305175781,13.10107136,-1.71903682,2.99754047,0.40015298,
Sun Nov 02 01:17:22 MST 2025,02-Nov-2025 01:17:22.383,-121.74310719,37.32919722,14.529999732971191,4.288000106811523,451.0,119.80000305175781,9.48582745,-1.76213241,1.59932673,0.01591831,
Sun Nov 02 01:17:23 MST 2025,02-Nov-2025 01:17:23.383,-121.74299394,37.32911554,14.630000114440918,4.288000106811523,453.0,137.5,11.16176796,-0.9672575,1.81480491,0.17594522,
Sun Nov 02 01:17:24 MST 2025,02-Nov-2025 01:17:24.383,-121.74291458,37.32899432,13.800000190734863,4.288000106811523,455.0,155.1999969482422,12.17690945,-0.14844051,0.56503159,0.26170284,
Sun Nov 02 01:17:25 MST 2025,02-Nov-2025 01:17:25.384,-121.74285091,37.32888649,12.8100004196167,4.288000106811523,457.0,157.5,9.648633,3.63439822,-2.96881008,0.11271483,
Sun Nov 02 01:17:26 MST 2025,02-Nov-2025 01:17:26.383,-121.74279584,37.32878011,12.779999732971191,6.432000160217285,459.0,157.5,7.48427439,2.60010314,-6.11479092,0.03921145,
Sun Nov 02 01:17:27 MST 2025,02-Nov-2025 01:17:27.383,-121.74274812,37.32875776,7.480000019073486,4.288000106811523,460.0,141.0,9.56723022,0.521936,-7.06289482,0.23238534,
Sun Nov 02 01:17:28 MST 2025,02-Nov-2025 01:17:28.383,-121.74267041,37.3287942,6.909999847412109,4.288000106811523,462.0,63.599998474121094,7.11077929,2.55221891,-7.02458763,0.07058972,
Sun Nov 02 01:17:29 MST 2025,02-Nov-2025 01:17:29.384,-121.74263343,37.32884299,6.809999942779541,4.288000106811523,464.0,22.5,8.0971899,-2.07337856,-4.1706996,-0.02878749,
Sun Nov 02 01:17:30 MST 2025,02-Nov-2025 01:17:30.384,-121.74262145,37.32889359,8.100000381469727,3.2160000801086426,466.0,6.5,8.62870312,-1.14921677,-2.52827692,-0.05698133,
Sun Nov 02 01:17:31 MST 2025,02-Nov-2025 01:17:31.383,-121.74261118,37.32897716,9.609999656677246,4.288000106811523,467.0,8.899999618530273,9.36132908,-2.44687414,-1.9249382,0.02465218,
