SECONDS;PID;VALUE;UNITS;
73841.398182;Engine RPM;710;rpm;
73842.126182;Engine RPM;704;rpm;
73842.707182;Engine RPM;714;rpm;
73843.314182;Engine RPM;715;rpm;
73845.804182;Engine RPM;715;rpm;
73847.212182;Engine RPM;709;rpm;
73847.900182;Engine RPM;716;rpm;
73848.568182;Engine RPM;714;rpm;
73849.215182;Engine RPM;708;rpm;
73849.823182;Engine RPM;706;rpm;
73850.379182;Engine RPM;707;rpm;
73851.088182;Engine RPM;708;rpm;
73851.696182;Engine RPM;712;rpm;
73852.353182;Engine RPM;715;rpm;
73852.920182;Engine RPM;711;rpm;
73853.668182;Engine RPM;704;rpm;
73854.285182;Engine RPM;704;rpm;
73855.023182;Engine RPM;704;rpm;
73855.620182;Engine RPM;699;rpm;
73856.520182;Engine RPM;707;rpm;
73857.972182;Engine RPM;843;rpm;
73858.651182;Engine RPM;833;rpm;
73859.297182;Engine RPM;876;rpm;
73859.964182;Engine RPM;858;rpm;
73860.541182;Engine RPM;855;rpm;
73861.128182;Engine RPM;857;rpm;
73861.795182;Engine RPM;838;rpm;
73862.392182;Engine RPM;859;rpm;
73863.031182;Engine RPM;849;rpm;
73863.648182;Engine RPM;858;rpm;
73864.225182;Engine RPM;847;rpm;
73864.832182;Engine RPM;853;rpm;
73865.489182;Engine RPM;849;rpm;
73866.096182;Engine RPM;859;rpm;
73866.734182;Engine RPM;854;rpm;
73867.433182;Engine RPM;857;rpm;
73868.011182;Engine RPM;855;rpm;
73868.699182;Engine RPM;850;rpm;
73869.318182;Engine RPM;855;rpm;
73869.985182;Engine RPM;862;rpm;
73870.613182;Engine RPM;844;rpm;
73871.210182;Engine RPM;863;rpm;
73871.838182;Engine RPM;849;rpm;
73872.365182;Engine RPM;846;rpm;
73873.153182;Engine RPM;841;rpm;
73873.700182;Engine RPM;746;rpm;
73874.267182;Engine RPM;731;rpm;
73874.874182;Engine RPM;897;rpm;
73875.551182;Engine RPM;861;rpm;
73876.189182;Engine RPM;838;rpm;
73876.785182;Engine RPM;780;rpm;
73877.343182;Engine RPM;1008;rpm;
73877.940182;Engine RPM;1153;rpm;
73878.618182;Engine RPM;1138;rpm;
73879.285182;Engine RPM;1109;rpm;
73880.338182;Engine RPM;1127;rpm;
73881.501182;Engine RPM;916;rpm;
73882.028182;Engine RPM;956;rpm;
73882.644182;Engine RPM;946;rpm;
73883.303182;Engine RPM;937;rpm;
73884.072182;Engine RPM;934;rpm;
73884.669182;Engine RPM;1199;rpm;
73885.166182;Engine RPM;1494;rpm;
73885.723182;Engine RPM;1590;rpm;
73886.381182;Engine RPM;1414;rpm;
73887.079182;Engine RPM;1084;rpm;
73887.698182;Engine RPM;1186;rpm;
73888.295182;Engine RPM;1179;rpm;
73888.802182;Engine RPM;1183;rpm;
73889.480182;Engine RPM;1176;rpm;
73890.068182;Engine RPM;1169;rpm;
73890.534182;Engine RPM;1150;rpm;
73891.222182;Engine RPM;1135;rpm;
73892.002182;Engine RPM;1124;rpm;
73892.620182;Engine RPM;1124;rpm;
73893.289182;Engine RPM;1154;rpm;
73893.846182;Engine RPM;1190;rpm;
73894.595182;Engine RPM;1224;rpm;
73895.173182;Engine RPM;1256;rpm;
73895.791182;Engine RPM;1333;rpm;
73896.430182;Engine RPM;1430;rpm;
73897.008182;Engine RPM;1547;rpm;
73897.690182;Engine RPM;1697;rpm;
73898.298182;Engine RPM;1809;rpm;
73898.916182;Engine RPM;1943;rpm;
73899.514182;Engine RPM;2022;rpm;
73900.192182;Engine RPM;2006;rpm;
73900.992182;Engine RPM;1950;rpm;
73901.581182;Engine RPM;1907;rpm;
73902.188182;Engine RPM;1904;rpm;
73902.818182;Engine RPM;1931;rpm;
73903.446182;Engine RPM;1914;rpm;
73904.195182;Engine RPM;1889;rpm;
73904.813182;Engine RPM;1887;rpm;
73905.441182;Engine RPM;1834;rpm;
73906.099182;Engine RPM;1727;rpm;
73906.758182;Engine RPM;1635;rpm;
73907.386182;Engine RPM;1594;rpm;
73908.085182;Engine RPM;1608;rpm;
73908.785182;Engine RPM;1632;rpm;
73909.513182;Engine RPM;1607;rpm;
73910.181182;Engine RPM;1332;rpm;
73910.830182;Engine RPM;953;rpm;
73911.427182;Engine RPM;1120;rpm;
73912.136182;Engine RPM;1345;rpm;
73912.755182;Engine RPM;1352;rpm;
73913.373182;Engine RPM;1489;rpm;
73913.980182;Engine RPM;1856;rpm;
73914.598182;Engine RPM;2184;rpm;
73915.276182;Engine RPM;2554;rpm;
73915.874182;Engine RPM;2918;rpm;
73916.502182;Engine RPM;3264;rpm;
73917.059182;Engine RPM;3457;rpm;
73917.657182;Engine RPM;3041;rpm;
73918.274182;Engine RPM;2156;rpm;
73918.881182;Engine RPM;1932;rpm;
73919.459182;Engine RPM;2007;rpm;
73920.158182;Engine RPM;2128;rpm;
73920.816182;Engine RPM;2253;rpm;
73921.454182;Engine RPM;2402;rpm;
73922.163182;Engine RPM;2518;rpm;
73922.852182;Engine RPM;2515;rpm;
73923.460182;Engine RPM;2408;rpm;
73924.088182;Engine RPM;2200;rpm;
73924.676182;Engine RPM;2000;rpm;
73925.506182;Engine RPM;1164;rpm;
73926.043182;Engine RPM;1110;rpm;
73926.659182;Engine RPM;1113;rpm;
73927.318182;Engine RPM;1057;rpm;
73927.895182;Engine RPM;956;rpm;
73928.564182;Engine RPM;1126;rpm;
73929.223182;Engine RPM;1552;rpm;
73929.998182;Engine RPM;2118;rpm;
73930.627182;Engine RPM;2480;rpm;
73931.185182;Engine RPM;2778;rpm;
