SECONDS;PID;VALUE;UNITS;
73887.100182;Distance travelled (total);0.0176315255021784;miles;
73887.718182;Distance travelled (total);0.0192328495509834;miles;
73888.315182;Distance travelled (total);0.0207777934846607;miles;
73888.872182;Distance travelled (total);0.0222205127955518;miles;
73889.500182;Distance travelled (total);0.023845458788039;miles;
73890.108182;Distance travelled (total);0.0254199447794326;miles;
73890.555182;Distance travelled (total);0.0265761436198711;miles;
73891.283182;Distance travelled (total);0.0284617260890842;miles;
73892.052182;Distance travelled (total);0.0303203406343068;miles;
73892.660182;Distance travelled (total);0.0317894578301607;miles;
73893.329182;Distance travelled (total);0.0335216778630851;miles;
73893.887182;Distance travelled (total);0.0349652738251666;miles;
73894.636182;Distance travelled (total);0.0370336903835766;miles;
73895.193182;Distance travelled (total);0.0385742656462647;miles;
73895.822182;Distance travelled (total);0.0404175492036231;miles;
73896.481182;Distance travelled (total);0.0424646149645791;miles;
73897.028182;Distance travelled (total);0.0443554671793117;miles;
73897.710182;Distance travelled (total);0.046827690074686;miles;
73898.318182;Distance travelled (total);0.0492400670535462;miles;
73898.937182;Distance travelled (total);0.0519091980783613;miles;
73899.554182;Distance travelled (total);0.0546820723398961;miles;
73900.213182;Distance travelled (total);0.0576372783810601;miles;
73901.012182;Distance travelled (total);0.0610852649692463;miles;
73901.621182;Distance travelled (total);0.063713377296726;miles;
73902.229182;Distance travelled (total);0.0663350817337858;miles;
73902.869182;Distance travelled (total);0.0690963724625962;miles;
73903.517182;Distance travelled (total);0.0718924025876382;miles;
73904.215182;Distance travelled (total);0.0747865942582816;miles;
73904.833182;Distance travelled (total);0.0773460760512772;miles;
73905.491182;Distance travelled (total);0.0800735078495751;miles;
73906.140182;Distance travelled (total);0.0825346667303227;miles;
73906.799182;Distance travelled (total);0.0849235422597309;miles;
73907.407182;Distance travelled (total);0.0870224858182381;miles;
73908.105182;Distance travelled (total);0.0895546015954327;miles;
73908.855182;Distance travelled (total);0.092272616668655;miles;
73909.584182;Distance travelled (total);0.0949140059552215;miles;
73910.202182;Distance travelled (total);0.0970467355366879;miles;
73910.851182;Distance travelled (total);0.0989509051341554;miles;
73911.448182;Distance travelled (total);0.10018742614313;miles;
73912.177182;Distance travelled (total);0.101445683993671;miles;
73912.775182;Distance travelled (total);0.102478948858803;miles;
73913.394182;Distance travelled (total);0.103652925456998;miles;
73914.011182;Distance travelled (total);0.105144090766866;miles;
73914.619182;Distance travelled (total);0.106823763699164;miles;
73915.296182;Distance travelled (total);0.109045714623819;miles;
73915.914182;Distance travelled (total);0.111391820449133;miles;
73916.532182;Distance travelled (total);0.114058104817173;miles;
73917.109182;Distance travelled (total);0.116648903994423;miles;
73917.677182;Distance travelled (total);0.119097760226113;miles;
73918.314182;Distance travelled (total);0.121736460632407;miles;
73918.931182;Distance travelled (total);0.124400881318378;miles;
73919.500182;Distance travelled (total);0.126951423305949;miles;
73920.198182;Distance travelled (total);0.130205933528748;miles;
73920.856182;Distance travelled (total);0.13349940539955;miles;
73921.475182;Distance travelled (total);0.136811272964498;miles;
73922.204182;Distance travelled (total);0.140836686217766;miles;
73922.872182;Distance travelled (total);0.144643442469589;miles;
73923.531182;Distance travelled (total);0.1481687482429;miles;
73924.129182;Distance travelled (total);0.151160727928757;miles;
73924.717182;Distance travelled (total);0.153798802130972;miles;
73925.546182;Distance travelled (total);0.1563754641125;miles;
73926.093182;Distance travelled (total);0.15760272948688;miles;
73926.710182;Distance travelled (total);0.158667237240764;miles;
73927.338182;Distance travelled (total);0.159426548677943;miles;
73927.936182;Distance travelled (total);0.16014873617242;miles;
73928.594182;Distance travelled (total);0.161058010593136;miles;
73929.264182;Distance travelled (total);0.162444850199833;miles;
73930.038182;Distance travelled (total);0.164583310480682;miles;
73930.648182;Distance travelled (total);0.16658227720943;miles;
73931.206182;Distance travelled (total);0.168605120989256;miles;
73931.835182;Distance travelled (total);0.171210858896544;miles;
73932.565182;Distance travelled (total);0.174612905786457;miles;
73933.194182;Distance travelled (total);0.177871615546459;miles;
73933.792182;Distance travelled (total);0.181275192459371;miles;
73934.444182;Distance travelled (total);0.185665152695757;miles;
73935.103182;Distance travelled (total);0.190673563645256;miles;
73935.693182;Distance travelled (total);0.195454252771454;miles;
73936.382182;Distance travelled (total);0.200809586217877;miles;
73937.021182;Distance travelled (total);0.20555337673473;miles;
73937.660182;Distance travelled (total);0.210291212634189;miles;
73938.289182;Distance travelled (total);0.214961987651836;miles;
73938.968182;Distance travelled (total);0.220003307904063;miles;
73939.587182;Distance travelled (total);0.224491552596724;miles;
73940.187182;Distance travelled (total);0.228737727780871;miles;
73940.846182;Distance travelled (total);0.23316779442086;miles;
73941.530182;Distance travelled (total);0.237539853557309;miles;
73942.181182;Distance travelled (total);0.241469480663481;miles;
73942.789182;Distance travelled (total);0.245040206996695;miles;
73943.297182;Distance travelled (total);0.247844212714415;miles;
73943.977182;Distance travelled (total);0.251481410645166;miles;
73944.648182;Distance travelled (total);0.254955911228426;miles;
73945.287182;Distance travelled (total);0.258266639077786;miles;
73945.936182;Distance travelled (total);0.261626335119568;miles;
73946.474182;Distance travelled (total);0.264322612470948;miles;
73947.133182;Distance travelled (total);0.267393325755367;miles;
