SECONDS;PID;VALUE;UNITS;
73892.072182;Timing advance;12;°;
73892.701182;Timing advance;12;°;
73893.400182;Timing advance;10;°;
73893.967182;Timing advance;11;°;
73894.676182;Timing advance;10;°;
73895.234182;Timing advance;10;°;
73895.882182;Timing advance;21;°;
73896.501182;Timing advance;35;°;
73897.089182;Timing advance;36;°;
73897.761182;Timing advance;37;°;
73898.338182;Timing advance;38;°;
73898.977182;Timing advance;43;°;
73899.605182;Timing advance;29;°;
73900.273182;Timing advance;18;°;
73901.033182;Timing advance;19;°;
73901.652182;Timing advance;19;°;
73902.270182;Timing advance;18;°;
73902.969182;Timing advance;18;°;
73903.587182;Timing advance;19;°;
73904.235182;Timing advance;18;°;
73904.853182;Timing advance;18;°;
73905.512182;Timing advance;19;°;
73906.160182;Timing advance;20;°;
73906.859182;Timing advance;19;°;
73907.457182;Timing advance;19;°;
73908.156182;Timing advance;36;°;
73908.876182;Timing advance;45;°;
73909.604182;Timing advance;28;°;
73910.222182;Timing advance;18;°;
73910.871182;Timing advance;18;°;
73911.488182;Timing advance;9;°;
73912.197182;Timing advance;21;°;
73912.796182;Timing advance;33;°;
73913.424182;Timing advance;27;°;
73914.061182;Timing advance;20;°;
73914.700182;Timing advance;25;°;
73915.317182;Timing advance;27;°;
73915.955182;Timing advance;26;°;
73916.553182;Timing advance;33;°;
73917.130182;Timing advance;38;°;
73917.727182;Timing advance;31;°;
73918.354182;Timing advance;23;°;
73918.952182;Timing advance;27;°;
73919.530182;Timing advance;27;°;
73920.218182;Timing advance;26;°;
73920.877182;Timing advance;18;°;
73921.525182;Timing advance;20;°;
73922.225182;Timing advance;34;°;
73922.903182;Timing advance;42;°;
73923.551182;Timing advance;26;°;
73924.149182;Timing advance;24;°;
73924.757182;Timing advance;23;°;
73925.566182;Timing advance;17;°;
73926.113182;Timing advance;7;°;
73926.760182;Timing advance;14;°;
73927.359182;Timing advance;14;°;
73927.986182;Timing advance;10;°;
73928.615182;Timing advance;17;°;
73929.314182;Timing advance;20;°;
73930.079182;Timing advance;21;°;
73930.688182;Timing advance;28;°;
73931.246182;Timing advance;31;°;
73931.855182;Timing advance;28;°;
73932.585182;Timing advance;34;°;
73933.255182;Timing advance;33;°;
73933.842182;Timing advance;27;°;
73934.484182;Timing advance;27;°;
73935.124182;Timing advance;29;°;
73935.733182;Timing advance;37;°;
73936.443182;Timing advance;20;°;
73937.062182;Timing advance;29;°;
73937.680182;Timing advance;36;°;
73938.309182;Timing advance;45;°;
73938.989182;Timing advance;45;°;
73939.628182;Timing advance;44;°;
73940.228182;Timing advance;49;°;
73940.866182;Timing advance;48;°;
73941.581182;Timing advance;47;°;
73942.241182;Timing advance;47;°;
73942.840182;Timing advance;46;°;
73943.317182;Timing advance;45;°;
73943.997182;Timing advance;41;°;
73944.698182;Timing advance;36;°;
73945.307182;Timing advance;36;°;
73945.956182;Timing advance;43;°;
73946.495182;Timing advance;48;°;
73947.174182;Timing advance;37;°;
73947.772182;Timing advance;22;°;
73948.391182;Timing advance;20;°;
73948.900182;Timing advance;18;°;
73949.559182;Timing advance;6;°;
73950.158182;Timing advance;-17;°;
73950.807182;Timing advance;8;°;
73951.496182;Timing advance;16;°;
73952.095182;Timing advance;19;°;
73952.835182;Timing advance;15;°;
73953.464182;Timing advance;7;°;
73954.024182;Timing advance;15;°;
73954.642182;Timing advance;20;°;
73955.252182;Timing advance;20;°;
73955.849182;Timing advance;19;°;
73956.498182;Timing advance;22;°;
73957.138182;Timing advance;22;°;
73957.748182;Timing advance;35;°;
73958.448182;Timing advance;31;°;
73958.998182;Timing advance;30;°;
73959.587182;Timing advance;31;°;
73960.265182;Timing advance;34;°;
73960.925182;Timing advance;36;°;
73961.565182;Timing advance;37;°;
73962.133182;Timing advance;37;°;
73962.751182;Timing advance;38;°;
73963.420182;Timing advance;29;°;
73964.009182;Timing advance;30;°;
73964.599182;Timing advance;29;°;
73965.229182;Timing advance;41;°;
73965.868182;Timing advance;46;°;
73966.478182;Timing advance;48;°;
73967.086182;Timing advance;49;°;
73967.685182;Timing advance;49;°;
73968.386182;Timing advance;13;°;
73969.024182;Timing advance;19;°;
73969.542182;Timing advance;23;°;
73970.140182;Timing advance;37;°;
73970.770182;Timing advance;34;°;
73971.470182;Timing advance;30;°;
73972.070182;Timing advance;30;°;
73972.788182;Timing advance;30;°;
73973.356182;Timing advance;30;°;
73973.886182;Timing advance;30;°;
73974.554182;Timing advance;29;°;
73975.143182;Timing advance;27;°;
73975.722182;Timing advance;28;°;
73976.381182;Timing advance;23;°;
73977.071182;Timing advance;18;°;
73977.631182;Timing advance;7;°;
73978.742182;Timing advance;21;°;
73982.502182;Timing advance;21;°;
73984.351182;Timing advance;39;°;
73985.010182;Timing advance;34;°;
73985.577182;Timing advance;37;°;
73986.236182;Timing advance;42;°;
73986.855182;Timing advance;42;°;
73987.435182;Timing advance;42;°;
73988.164182;Timing advance;45;°;
73988.793182;Timing advance;45;°;
73989.379182;Timing advance;45;°;
73990.040182;Timing advance;46;°;
73990.788182;Timing advance;47;°;
73991.429182;Timing advance;48;°;
73991.927182;Timing advance;45;°;
73992.557182;Timing advance;48;°;
73993.307182;Timing advance;49;°;
73993.856182;Timing advance;45;°;
73994.395182;Timing advance;35;°;
73995.114182;Timing advance;28;°;
73995.782182;Timing advance;28;°;
73996.391182;Timing advance;27;°;
73997.019182;Timing advance;27;°;
73997.597182;Timing advance;27;°;
73998.145182;Timing advance;26;°;
73998.884182;Timing advance;28;°;
73999.593182;Timing advance;23;°;
74000.252182;Timing advance;17;°;
74000.850182;Timing advance;7;°;
74001.520182;Timing advance;11;°;
74002.230182;Timing advance;18;°;
74002.919182;Timing advance;17;°;
74003.619182;Timing advance;21;°;
74004.238182;Timing advance;27;°;
74004.978182;Timing advance;23;°;
74005.708182;Timing advance;29;°;
74006.238182;Timing advance;30;°;
74006.697182;Timing advance;29;°;
74007.446182;Timing advance;34;°;
74008.064182;Timing advance;35;°;
74008.693182;Timing advance;42;°;
74009.354182;Timing advance;32;°;
74010.073182;Timing advance;36;°;
74010.732182;Timing advance;26;°;
74011.251182;Timing advance;26;°;
74011.929182;Timing advance;26;°;
74012.539182;Timing advance;26;°;
74013.249182;Timing advance;26;°;
74013.816182;Timing advance;26;°;
74014.486182;Timing advance;26;°;
74015.085182;Timing advance;26;°;
74015.733182;Timing advance;26;°;
74016.372182;Timing advance;26;°;
74016.952182;Timing advance;18;°;
74017.635182;Timing advance;20;°;
74018.265182;Timing advance;11;°;
74018.934182;Timing advance;25;°;
74019.583182;Timing advance;25;°;
74020.232182;Timing advance;22;°;
74020.852182;Timing advance;28;°;
74021.330182;Timing advance;35;°;
74021.980182;Timing advance;36;°;
74022.538182;Timing advance;36;°;
74023.177182;Timing advance;40;°;
74023.796182;Timing advance;46;°;
74024.334182;Timing advance;48;°;
74024.913182;Timing advance;40;°;
74025.563182;Timing advance;26;°;
74026.132182;Timing advance;26;°;
74026.892182;Timing advance;26;°;
74027.529182;Timing advance;25;°;
74028.238182;Timing advance;29;°;
74029.008182;Timing advance;26;°;
74029.466182;Timing advance;23;°;
74030.043182;Timing advance;22;°;
74030.662182;Timing advance;19;°;
74031.251182;Timing advance;19;°;
74031.950182;Timing advance;21;°;
74032.650182;Timing advance;22;°;
74033.280182;Timing advance;21;°;
74033.912182;Timing advance;21;°;
74034.520182;Timing advance;24;°;
74035.119182;Timing advance;38;°;
74035.728182;Timing advance;43;°;
74036.299182;Timing advance;42;°;
74037.168182;Timing advance;41;°;
74037.717182;Timing advance;40;°;
74038.365182;Timing advance;39;°;
74038.984182;Timing advance;39;°;
74039.592182;Timing advance;38;°;
74040.139182;Timing advance;37;°;
74040.838182;Timing advance;37;°;
74041.417182;Timing advance;37;°;
74042.017182;Timing advance;37;°;
74042.625182;Timing advance;36;°;
74043.154182;Timing advance;36;°;
74043.673182;Timing advance;35;°;
74044.252182;Timing advance;35;°;
74044.852182;Timing advance;35;°;
74045.461182;Timing advance;35;°;
74046.140182;Timing advance;35;°;
74046.759182;Timing advance;35;°;
74047.337182;Timing advance;34;°;
74047.896182;Timing advance;34;°;
74048.374182;Timing advance;34;°;
74048.872182;Timing advance;33;°;
